molecule_chembl_id,canonical_smiles,pIC50,bioactivity,Number of H donors,Number of H Acceptors,LogP,molecular mass,Ro5violations,Ro5Rule,PSA,numrotbonds,Verber Rule P or F,QED
CHEMBL457331,CN(C)c1ccc(-c2cnnn2-c2ccc(S(C)(=O)=O)cc2)cc1,6.443697499232712,active,0,6,2.4038000000000004,342.42400000000004,0,Pass,68.09,4,pass,0.7281916402604194
CHEMBL514418,COc1ccc(-c2cnnn2-c2ccc(S(C)(=O)=O)cc2)cc1,6.769551078621726,active,0,6,2.3464,329.38100000000003,0,Pass,74.08000000000001,4,pass,0.7343553557683955
CHEMBL512917,Cc1ccc(-c2cnnn2-c2ccc(S(C)(=O)=O)cc2)cc1,6.920818753952375,active,0,5,2.6462200000000013,313.38200000000006,0,Pass,64.85,3,pass,0.7454238609999837
CHEMBL458647,CS(=O)(=O)c1ccc(-n2nncc2-c2ccccc2)cc1,6.958607314841775,active,0,5,2.3378000000000005,299.355,0,Pass,64.85,3,pass,0.7443317101901047
CHEMBL507789,CS(=O)(=O)c1ccc(-n2cc(-c3ccc(F)cc3)nn2)cc1,6.6777807052660805,active,0,5,2.4769000000000005,317.345,0,Pass,64.85,3,pass,0.744215610904225
CHEMBL452660,CS(=O)(=O)c1ccc(-n2cc(-c3ccc(Cl)cc3)nn2)cc1,6.721246399047171,active,0,5,2.991200000000001,333.8,0,Pass,64.85,3,pass,0.7387625173412921
CHEMBL512916,CN(C)c1ccc(-c2cn(-c3ccc(S(C)(=O)=O)cc3)nn2)cc1,5.0,inactive,0,6,2.4038000000000004,342.424,0,Pass,68.09,4,pass,0.7281916402604194
CHEMBL458026,COc1ccc(-c2cn(-c3ccc(S(C)(=O)=O)cc3)nn2)cc1,5.6020599913279625,intermediate,0,6,2.3464,329.38100000000003,0,Pass,74.08,4,pass,0.7343553557683955
CHEMBL458025,Cc1ccc(-c2cn(-c3ccc(S(C)(=O)=O)cc3)nn2)cc1,5.6020599913279625,intermediate,0,5,2.6462200000000005,313.382,0,Pass,64.85,3,pass,0.7454238609999837
CHEMBL449930,CS(=O)(=O)c1ccc(-n2cc(-c3ccccc3)nn2)cc1,6.823908740944319,active,0,5,2.3378000000000005,299.355,0,Pass,64.85,3,pass,0.7443317101901047
CHEMBL108201,COc1ccc(C2=C(c3ccc(S(C)(=O)=O)cc3)CCC2)cc1,8.154901959985743,active,0,3,4.193400000000004,328.4330000000001,0,Pass,43.370000000000005,4,pass,0.8448797497055883
CHEMBL118,Cc1ccc(-c2cc(C(F)(F)F)nn2-c2ccc(S(N)(=O)=O)cc2)cc1,7.154901959985743,active,1,4,3.5139200000000006,381.3790000000001,0,Pass,77.98,3,pass,0.7541053298167572
CHEMBL482199,CS(=O)(=O)Nc1cc2c(cc1C(=O)N/N=C/c1ccccc1)OCO2,4.991399828238082,inactive,2,6,1.5507,361.37900000000013,0,Pass,106.09,5,pass,0.6207707736722388
CHEMBL56367,CS(=O)(=O)Nc1ccc([N+](=O)[O-])cc1Oc1ccccc1,5.455931955649724,intermediate,1,5,2.7586000000000013,308.315,0,Pass,98.54,5,pass,0.6760870934103842
CHEMBL118,Cc1ccc(-c2cc(C(F)(F)F)nn2-c2ccc(S(N)(=O)=O)cc2)cc1,6.920818753952375,active,1,4,3.5139200000000006,381.3790000000001,0,Pass,77.98,3,pass,0.7541053298167572
CHEMBL447148,NS(=O)(=O)c1ccc(C#Cc2ccc(=O)n(C(F)F)c2)cc1,5.221848749616356,intermediate,1,4,1.2906000000000004,324.308,0,Pass,82.16,2,pass,0.8452041970694721
CHEMBL481613,CS(=O)(=O)c1ccc(C#Cc2ccc(=O)n(C(F)F)c2)cc1,5.292429823902063,intermediate,0,4,2.0467,323.32,0,Pass,56.14,2,pass,0.7949408553885996
CHEMBL482206,CS(=O)(=O)c1cccc(C#Cc2ccc(=O)n(C(F)F)c2)c1,5.431798275933005,intermediate,0,4,2.0467000000000004,323.32,0,Pass,56.14,2,pass,0.7949408553885996
CHEMBL521440,CS(=O)(=O)c1ccccc1C#Cc1ccc(=O)n(C(F)F)c1,5.026872146400302,intermediate,0,4,2.0467,323.32,0,Pass,56.14,2,pass,0.7949408553885996
CHEMBL165,Oc1ccc(/C=C/c2cc(O)cc(O)c2)cc1,6.00436480540245,active,3,3,2.9738000000000016,228.247,0,Pass,60.69,2,pass,0.6923408487340212
CHEMBL291501,COc1ccc(/C=C/c2cc(O)cc(O)c2)cc1,4.707743928643524,inactive,2,3,3.2768000000000024,242.274,0,Pass,49.69,3,pass,0.8119497250802955
CHEMBL83527,COc1cc(/C=C/c2ccc(O)cc2)cc(OC)c1,6.086186147616283,active,1,3,3.5798000000000023,256.301,0,Pass,38.69,4,pass,0.8496677559492319
CHEMBL471104,CC/C(=C\c1cc(O)cc(O)c1)c1ccc(N(C)C)cc1,4.8297382846050425,inactive,2,3,4.114400000000003,283.371,0,Pass,43.7,4,pass,0.8297133477107228
CHEMBL513053,CC/C(=C\c1cc(O)cc(O)c1)c1ccc2ccccc2c1,5.481486060122113,intermediate,2,2,5.201600000000005,290.362,1,Pass,40.46,3,pass,0.650651796909623
CHEMBL471103,CC/C(=C\c1cc(O)cc(O)c1)c1cccc(F)c1,4.752026733638194,inactive,2,2,4.187500000000002,258.292,0,Pass,40.46,3,pass,0.810375046790952
CHEMBL470938,CC/C(=C\c1ccc(N(C)C)cc1)c1cc(O)cc(O)c1,5.657577319177793,intermediate,2,3,4.114400000000004,283.371,0,Pass,43.7,4,pass,0.8297133477107227
CHEMBL468886,C/C(=C\c1cc(O)cc(O)c1)c1cccc(F)c1,5.5951662833800615,intermediate,2,2,3.7974000000000014,244.265,0,Pass,40.46,2,pass,0.7887399438656593
CHEMBL474935,COc1ccc(/C(C)=C/c2cc(O)cc(O)c2)cc1,4.795880017344075,inactive,2,3,3.6669000000000027,256.301,0,Pass,49.69,3,pass,0.8237217541840463
CHEMBL489489,C/C(=C\c1ccc(N(C)C)cc1)c1cc(O)cc(O)c1,5.7594507517174005,intermediate,2,3,3.724300000000003,269.344,0,Pass,43.7,3,pass,0.8344933716308008
CHEMBL491081,COc1ccc(/C=C(\C)c2cc(O)cc(O)c2)cc1OC,4.892790030352131,inactive,2,4,3.675500000000003,286.32700000000006,0,Pass,58.92,4,pass,0.8418048276712918
CHEMBL491080,C/C(=C\c1ccc(O)cc1)c1cc(O)cc(O)c1,5.749579997691106,intermediate,3,3,3.363900000000001,242.274,0,Pass,60.69,2,pass,0.7074802775655563
CHEMBL491079,C/C(=C\c1ccc(C(F)(F)F)cc1)c1ccc(O)cc1,6.327902142064283,active,1,1,4.971500000000003,278.27299999999997,0,Pass,20.23,2,pass,0.7687058098216574
CHEMBL474127,C/C(=C\c1cc(O)cc(O)c1)c1ccc(O)cc1,5.804100347590766,intermediate,3,3,3.363900000000001,242.274,0,Pass,60.69,2,pass,0.7074802775655563
CHEMBL210300,COc1cc(/C=C/c2ccc([N+](=O)[O-])cc2)cc(OC)c1,5.2262135550188065,intermediate,0,4,3.7824000000000026,285.29900000000004,0,Pass,61.60000000000001,5,pass,0.4762115233691823
CHEMBL490673,O=[N+]([O-])c1ccc(/C=C/c2cc(O)cc(O)c2)cc1,4.500312917381596,inactive,2,4,3.176400000000001,257.245,0,Pass,83.60000000000001,3,pass,0.5021861547479353
CHEMBL490482,Oc1cc(O)cc(/C=C/c2cccc(F)c2)c1,6.086186147616283,active,2,2,3.407300000000001,230.23799999999997,0,Pass,40.46,2,pass,0.7759998249857673
CHEMBL473518,COc1ccc(/C=C/c2cc(O)cc(O)c2)cc1OC,4.671620396561262,inactive,2,4,3.2854000000000028,272.3,0,Pass,58.92,4,pass,0.8384702286686461
CHEMBL482162,C/C(=C\c1ccc(C(F)(F)F)cc1)c1ccc(O)c(O)c1,5.7594507517174005,intermediate,2,2,4.677100000000004,294.272,0,Pass,40.46,2,pass,0.6235255861233348
CHEMBL467114,O=C([O-])c1cccc(Cc2cc(Cl)ccc2OCc2ccc(Cl)cc2F)n1.[Na+],4.0,inactive,0,4,1.0647999999999997,428.22200000000015,0,Pass,62.25,6,pass,0.5515796078617662
CHEMBL470866,C=C(CC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC=C4C(=O)[C@](O)(C(=O)OCC)C[C@]4(C)[C@H]3CC[C@]12C)C(C)C,8.0,active,1,4,6.277000000000007,470.6940000000004,1,Pass,63.599999999999994,7,pass,0.2702459168456974
CHEMBL500387,CC(=O)O[C@@]12[C@H](OC(=O)[C@@H](C(C)C)N(C)C)[C@@H](C)[C@]3(O)[C@@H]4C=C(C)C(=O)[C@@H]4CC(CO)=C[C@H]3[C@@H]1C2(C)C,5.657577319177793,intermediate,2,8,2.5230999999999995,517.6630000000004,1,Pass,113.37000000000002,6,pass,0.40827294166547845
CHEMBL503071,COC(=O)[C@H]1CC[C@]2(C)[C@H]3CC=C4[C@@H]5CC(C)(C)CC[C@]5(C(=O)O)CC[C@@]4(C)[C@]3(C)CC[C@H]2C1(C)C,5.657577319177793,intermediate,1,3,7.661900000000009,498.7480000000005,1,Pass,63.60000000000001,2,pass,0.31342121498204756
CHEMBL502799,CC(=O)O[C@@]12[C@H](OC(=O)[C@@H](C(C)C)N(C)C)[C@@H](C)[C@@]3(O)[C@@H](C=C(CO)C[C@@]4(O)C(=O)C(C)=C[C@@H]34)[C@@H]1C2(C)C,5.657577319177793,intermediate,3,9,1.6379999999999995,533.6620000000003,1,Pass,133.60000000000002,6,pass,0.3441022118362255
CHEMBL525601,CC(=O)O[C@@]12[C@H](OC(=O)[C@H](C(C)C)N(C)C)[C@@H](C)[C@]3(O)[C@@H]4C=C(C)C(=O)[C@@H]4CC(CO)=C[C@H]3[C@@H]1C2(C)C,4.0,inactive,2,8,2.5230999999999995,517.6630000000004,1,Pass,113.37000000000002,6,pass,0.40827294166547845
CHEMBL526931,CC(=O)O[C@@]12[C@H](OC(=O)C(=C(C)C)N(C)C)[C@@H](C)[C@]3(O)[C@@H]4C=C(C)C(=O)[C@@H]4CC(CO)=C[C@H]3[C@@H]1C2(C)C,4.0,inactive,2,8,2.7924000000000007,515.6470000000003,1,Pass,113.37000000000002,5,pass,0.32653512023912756
CHEMBL6,COc1ccc2c(c1)c(CC(=O)O)c(C)n2C(=O)c1ccc(Cl)cc1,5.236572006437063,intermediate,1,4,3.9273200000000026,357.793,0,Pass,68.53,4,pass,0.7678065120522066
CHEMBL404515,Oc1cc(O)c2cc(O)c(-c3ccc(O)c(O)c3)[o+]c2c1,1.2218487496163564,inactive,5,5,2.908900000000001,287.247,0,Pass,112.45,1,pass,0.34728749464519915
CHEMBL25,CC(=O)Oc1ccccc1C(=O)O,2.9788107009300617,inactive,1,3,1.3101,180.15899999999996,0,Pass,63.60000000000001,2,pass,0.5501217966938848
CHEMBL504631,CCCCCCCCCCCCCCCCCC(=O)O[C@H]1C[C@@H](O)[C@]2(C)[C@H]3CC[C@@H]4[C@@H]([C@@](C)(O)CCC=C(C)C)CC[C@@]4(C)[C@]3(C)CC[C@H]2C1(C)C,6.431798275933005,active,2,4,13.312999999999974,727.2119999999998,2,Fail,66.76,21,fail,0.07019310221707559
CHEMBL865,Cc1onc(-c2ccccc2)c1-c1ccc(S(N)(=O)=O)cc1,6.180456064458132,active,1,4,2.9644200000000005,314.36600000000004,0,Pass,86.19,3,pass,0.8049353387121051
CHEMBL517675,CCCOCCc1cc(-c2ccc(S(C)(=O)=O)cc2)n(-c2ccccc2)c1C,5.886056647693163,intermediate,0,4,4.825320000000005,397.5400000000001,0,Pass,48.300000000000004,8,pass,0.5118524084080027
CHEMBL108201,COc1ccc(C2=C(c3ccc(S(C)(=O)=O)cc3)CCC2)cc1,8.301029995663981,active,0,3,4.193400000000004,328.4330000000001,0,Pass,43.370000000000005,4,pass,0.8448797497055883
CHEMBL111562,COc1ccc(C2=C(c3ccc(S(N)(=O)=O)cc3)CCC2)cc1,8.698970004336019,active,1,3,3.4373000000000022,329.4210000000001,0,Pass,69.39,4,pass,0.933946968275401
CHEMBL7162,CS(=O)(=O)Nc1ccc([N+](=O)[O-])cc1OC1CCCCC1,4.552841968657781,inactive,1,5,2.6778000000000004,314.3630000000002,0,Pass,98.54,5,pass,0.6651670710518857
CHEMBL295416,Cc1cccc(Nc2cc(Cl)nc(SCC(=O)O)n2)c1C,8.0,active,2,5,3.6671400000000007,323.80500000000006,0,Pass,75.11,5,pass,0.49658062637922074
CHEMBL29097,CC(C)c1ccc2c(c1)c(SC(C)(C)C)c(CC(C)(C)C(=O)O)n2Cc1ccc(Cl)cc1,8.0,active,1,3,8.010300000000008,472.09400000000016,1,Pass,42.23,7,pass,0.3545466142861654
CHEMBL314360,CC(=O)N(O)C/C=C/c1cccc(Oc2ccccc2)c1,8.0,active,1,3,3.7298000000000027,283.327,0,Pass,49.77000000000001,5,pass,0.6716169841375241
CHEMBL463776,CCCCCCC(Sc1nc(Cl)cc(Nc2cc(C)c(-c3ccccc3)cc2OC)n1)C(=O)O,8.0,active,2,6,7.373320000000007,500.06400000000025,2,Fail,84.34000000000002,12,fail,0.1163064159439193
CHEMBL457204,CCCCCC[C@@H](Sc1nc(Cl)cc(Nc2ccc(-c3ccc(C#N)cc3)cc2)n1)C(=O)O,8.0,active,2,6,6.927980000000006,481.0210000000002,1,Pass,98.9,11,fail,0.13272162370527132
CHEMBL456800,CCCCCC[C@H](Sc1nc(Cl)cc(Nc2ccc(-c3ccc(C#N)cc3)cc2)n1)C(=O)O,8.0,active,2,6,6.927980000000006,481.0210000000002,1,Pass,98.9,11,fail,0.13272162370527132
CHEMBL456792,CCCCCCC(Sc1nc(Cl)cc(Nc2ccc(-c3ccc(C#N)cc3)cc2)n1)C(=O)O,8.0,active,2,6,6.927980000000006,481.0210000000002,1,Pass,98.9,11,fail,0.13272162370527132
CHEMBL456575,CCCCCCC(Sc1nc(Cl)cc(NCc2ccc(-c3ccccc3)cc2)n1)C(=O)OCC,8.0,active,1,6,7.403300000000008,498.09200000000027,1,Pass,64.11,13,fail,0.08715625883827062
CHEMBL462523,CCCCCCC(Sc1nc(Cl)cc(NCc2ccc(-c3ccccc3)cc2)n1)C(=O)O,8.0,active,2,5,6.9248000000000065,470.0380000000002,1,Pass,75.11,12,fail,0.12958276971264948
CHEMBL460616,CCCCCCC(Sc1nc(Cl)cc(Nc2ccc(-c3ccccc3)cc2)n1)C(=O)O,8.0,active,2,5,7.056300000000006,456.01100000000014,1,Pass,75.11,11,fail,0.13941413665279975
CHEMBL460615,CCCCCCC(Sc1nc(Cl)cc(NCCOc2ccccc2)n1)C(=O)OCC,8.0,active,1,7,5.615100000000005,452.02000000000027,1,Pass,73.34000000000002,14,fail,0.13132100206545147
CHEMBL460396,CCCCCCC(Sc1nc(Cl)cc(NCCOc2ccccc2)n1)C(=O)O,8.0,active,2,6,5.136600000000005,423.9660000000002,1,Pass,84.34000000000002,13,fail,0.19957798010908784
CHEMBL460185,CCCCCCC(Sc1nc(Cl)cc(NCCc2ccccc2)n1)C(=O)O,8.0,active,2,5,5.300300000000005,407.96700000000016,1,Pass,75.11,12,fail,0.21501516741871238
CHEMBL460184,CCCCC(Sc1nc(OCCc2ccccc2)cc(OCCc2ccccc2)n1)C(=O)OCC,8.0,active,0,7,5.933600000000006,494.6570000000003,1,Pass,70.54,15,fail,0.1472074818728692
CHEMBL461883,CCCCC(Sc1nc(OCCc2ccccc2)cc(OCCc2ccccc2)n1)C(=O)O,8.0,active,1,6,5.455100000000005,466.60300000000024,1,Pass,81.54,14,fail,0.2496583201769221
CHEMBL518507,O=C(O)CSc1nc(OCCc2ccccc2)cc(OCCc2ccccc2)n1,8.0,active,1,6,3.8963000000000028,410.4950000000002,0,Pass,81.54,11,fail,0.37921050875293244
CHEMBL518643,CCCCCCC(Sc1nc(Cl)cc(NCc2ccc3ncccc3c2)n1)C(=O)O,8.0,active,2,6,5.806000000000005,444.98800000000017,1,Pass,88.00000000000001,11,fail,0.16689067064504137
CHEMBL459932,CCCCCCC(Sc1nc(Cl)cc(Oc2ccc3ncccc3c2)n1)C(=O)O,8.0,active,1,6,5.986200000000005,431.94500000000016,1,Pass,85.2,10,pass,0.18252410718168402
CHEMBL459722,CCCCCCC(Sc1nc(Cl)cc(Nc2ccc3ncccc3c2)n1)C(=O)OCC,8.0,active,1,7,6.416000000000006,459.0150000000002,1,Pass,77.00000000000001,11,fail,0.11671686373079009
CHEMBL459721,CCCCCCC(Sc1nc(Cl)cc(Nc2ccc3ncccc3c2)n1)C(=O)O,8.0,active,2,6,5.937500000000004,430.9610000000001,1,Pass,88.00000000000001,10,pass,0.17795530762730172
CHEMBL461409,Cc1cccc(Nc2cc(Cl)nc(SC(C(=O)O)c3ccccc3)n2)c1C,8.0,active,2,5,5.408440000000003,399.90300000000013,1,Pass,75.11,6,pass,0.32773362548960994
CHEMBL456147,CCCCCCCCC(Sc1nc(Cl)cc(Nc2cccc(C)c2C)n1)C(=O)O,8.0,active,2,5,6.786340000000005,436.0210000000002,1,Pass,75.11,12,fail,0.16533751361219032
CHEMBL459720,CCCCCCC(Sc1nc(Cl)cc(Nc2cccc(C)c2C)n1)C(=O)OCC,8.0,active,1,6,6.484640000000006,436.02100000000024,1,Pass,64.11,11,fail,0.1430309940795314
CHEMBL518038,CCCCCCC(Sc1nc(Cl)cc(Nc2cccc(C)c2C)n1)C(=O)O,8.0,active,2,5,6.006140000000005,407.96700000000016,1,Pass,75.11,10,pass,0.21732395089613948
CHEMBL459972,CCCCC(Sc1nc(Cl)cc(Nc2cccc(C)c2C)n1)C(=O)O,8.0,active,2,5,5.225940000000004,379.9130000000002,1,Pass,75.11,8,pass,0.3714911108087084
CHEMBL512563,Cc1cccc(Nc2cc(Cl)nc(SC(C)(C)C(=O)O)n2)c1C,8.0,active,2,5,4.4457400000000025,351.8590000000001,0,Pass,75.11,5,pass,0.47074952872014675
CHEMBL454691,Cc1cccc(Nc2cc(Cl)nc(SC(C)C(=O)O)n2)c1C,8.0,active,2,5,4.055640000000001,337.8320000000001,0,Pass,75.11,5,pass,0.4866686707146666
CHEMBL503641,CC(=O)Nc1ccc2[nH]ncc2c1,3.9700000021228394,inactive,2,2,1.5212999999999997,175.19099999999997,0,Pass,57.78,1,pass,0.6899345111749862
CHEMBL112,CC(=O)Nc1ccc(O)cc1,3.8500000137195762,inactive,2,2,1.3505999999999998,151.165,0,Pass,49.33,1,pass,0.5950261967780849
CHEMBL498882,COc1cc(NC(C)=O)ccc1O,3.8599999888634113,inactive,2,3,1.3591999999999997,181.191,0,Pass,58.56,2,pass,0.6770524013638571
CHEMBL503641,CC(=O)Nc1ccc2[nH]ncc2c1,3.9706162223147903,inactive,2,2,1.5212999999999997,175.19099999999997,0,Pass,57.78,1,pass,0.6899345111749862
CHEMBL498882,COc1cc(NC(C)=O)ccc1O,3.8601209135987635,inactive,2,3,1.3591999999999997,181.191,0,Pass,58.56,2,pass,0.6770524013638571
CHEMBL112,CC(=O)Nc1ccc(O)cc1,3.85078088734462,inactive,2,2,1.3505999999999998,151.165,0,Pass,49.33,1,pass,0.5950261967780849
CHEMBL456619,COc1ccc(O)c(O)c1/C=C1\[C@@H](C)CC[C@H]2C(C)(C)CCC[C@]12C,6.154901959985743,active,2,3,5.752300000000005,344.4950000000002,1,Pass,49.69,2,pass,0.6713581767496991
CHEMBL513096,Nn1c(SC(C(=O)O)c2ccccc2)nc2ccc(Br)cc2c1=O,5.154901959985743,intermediate,2,6,2.790800000000001,406.26100000000014,0,Pass,98.21000000000001,4,pass,0.39293045028114926
CHEMBL460015,CS(=O)(=O)Nn1c(Sc2cc([N+](=O)[O-])cc([N+](=O)[O-])c2)nc2sc(-c3ccccc3)cc2c1=O,5.468521082957745,intermediate,1,11,3.5957000000000017,519.5420000000003,2,Fail,167.34000000000003,7,fail,0.21781797832782807
CHEMBL460216,CC(Sc1nc2ccccc2c(=O)n1N)C(=O)O,5.236572006437063,intermediate,2,6,0.6754999999999995,265.294,0,Pass,98.21,3,pass,0.48074613868513333
CHEMBL463232,CS(=O)(=O)c1ccc(-n2nc(C(F)(F)F)cc2-c2ccnc(Cl)c2)cc1,6.721246399047171,active,0,5,4.0100000000000025,401.797,0,Pass,64.85,3,pass,0.6219019310935509
CHEMBL516680,NS(=O)(=O)c1ccc(-n2nc(C(F)(F)F)cc2-c2ccn(C(F)F)c(=O)c2)cc1,6.161150909262744,active,1,6,2.7623000000000015,434.34600000000006,0,Pass,99.97999999999999,4,pass,0.638534388632182
CHEMBL463624,CS(=O)(=O)c1ccc(-n2nc(C(F)(F)F)cc2-c2ccn(C(F)F)c(=O)c2)cc1,5.739928612014925,intermediate,0,6,3.5184000000000015,433.35800000000006,0,Pass,73.96000000000001,4,pass,0.590544385298788
CHEMBL507398,NS(=O)(=O)c1ccc(-n2nc(C(F)(F)F)cc2-c2ccnc(Cl)c2)cc1,6.136677139879544,active,1,5,3.2539000000000016,402.7850000000001,0,Pass,90.87,3,pass,0.6806459953439552
CHEMBL118,Cc1ccc(-c2cc(C(F)(F)F)nn2-c2ccc(S(N)(=O)=O)cc2)cc1,6.920818753952375,active,1,4,3.5139200000000006,381.3790000000001,0,Pass,77.98,3,pass,0.7541053298167572
CHEMBL459294,OC[C@H]1C[C@](O)(c2ccccc2)[C@@H](c2ccccc2)O1,5.292429823902063,intermediate,2,3,2.396700000000001,270.32800000000003,0,Pass,49.69,3,pass,0.9000964135174421
CHEMBL388531,OC[C@H]1C[C@](O)(c2ccc(Cl)cc2)[C@@H](c2ccc(Cl)cc2)O1,5.522878745280337,intermediate,2,3,3.7035000000000027,339.2180000000001,0,Pass,49.69,3,pass,0.8964399179363464
CHEMBL226061,OC[C@H]1C[C@](O)(c2ccccc2Cl)[C@@H](c2ccccc2Cl)O1,6.0,active,2,3,3.7035000000000027,339.2180000000001,0,Pass,49.69,3,pass,0.8964399179363464
CHEMBL388532,OC[C@H]1C[C@](O)(c2ccc(F)cc2)[C@@H](c2ccc(F)cc2)O1,6.0,active,2,3,2.674900000000001,306.30800000000005,0,Pass,49.69,3,pass,0.9164260315015675
CHEMBL226109,COc1ccc([C@H]2O[C@@H](CO)C[C@]2(O)c2ccc(OC)cc2)cc1,6.0,active,2,5,2.4139,330.38,0,Pass,68.15,5,pass,0.8810953368817653
CHEMBL388756,CS(=O)(=O)c1ccc([C@H]2O[C@@H](CO)C[C@]2(O)c2ccc(S(C)(=O)=O)cc2)cc1,5.187086643357144,intermediate,2,7,1.2037000000000002,426.5120000000001,0,Pass,117.97,5,pass,0.7375580457605674
CHEMBL516139,O=C(O)[C@H]1C[C@](O)(c2ccccc2)[C@@H](c2ccccc2)O1,6.0,active,2,3,2.4890000000000008,284.31100000000004,0,Pass,66.76,3,pass,0.90841428140647
CHEMBL501782,O=C(O)[C@H]1C[C@](O)(c2ccc(Cl)cc2)[C@@H](c2ccc(Cl)cc2)O1,5.42021640338319,intermediate,2,3,3.7958000000000016,353.201,0,Pass,66.76,3,pass,0.881046684607519
CHEMBL456272,O=C(O)[C@H]1C[C@](O)(c2ccccc2Cl)[C@@H](c2ccccc2Cl)O1,5.455931955649724,intermediate,2,3,3.7958000000000016,353.201,0,Pass,66.76,3,pass,0.881046684607519
CHEMBL456486,O=C(O)[C@H]1C[C@](O)(c2ccc(F)cc2)[C@@H](c2ccc(F)cc2)O1,5.494850021680094,intermediate,2,3,2.7672000000000008,320.29100000000005,0,Pass,66.76,3,pass,0.9124594330503687
CHEMBL122,CS(=O)(=O)c1ccc(C2=C(c3ccccc3)C(=O)OC2)cc1,6.522878745280337,active,0,4,2.5577000000000005,314.3620000000001,0,Pass,60.44,3,pass,0.8169951703125135
CHEMBL118,Cc1ccc(-c2cc(C(F)(F)F)nn2-c2ccc(S(N)(=O)=O)cc2)cc1,5.920818753952375,intermediate,1,4,3.5139200000000006,381.3790000000001,0,Pass,77.98,3,pass,0.7541053298167572
CHEMBL462911,CC(C)(C)c1cc(-c2cc(=S)ss2)cc(C(C)(C)C)c1O,8.142667503568731,active,1,4,6.506690000000005,338.5630000000001,1,Pass,20.23,1,pass,0.47242106762677033
CHEMBL122,CS(=O)(=O)c1ccc(C2=C(c3ccccc3)C(=O)OC2)cc1,7.127843727251707,active,0,4,2.5577000000000005,314.3620000000001,0,Pass,60.44,3,pass,0.8169951703125135
CHEMBL462709,COc1c(C(C)(C)C)cc(-c2cc(=S)ss2)cc1C(C)(C)C,7.3260580013659125,active,0,4,6.809690000000005,352.5900000000001,1,Pass,9.23,2,pass,0.43349652789578025
CHEMBL467905,CC(=O)Oc1ccccc1C(=O)OC(CO[N+](=O)[O-])CO[N+](=O)[O-],5.113509274827518,intermediate,0,10,0.5538999999999998,344.2320000000001,0,Pass,157.34000000000003,9,fail,0.2679114885826143
CHEMBL466447,COc1ccc2c(c1)c(CC(=O)OC(CO[N+](=O)[O-])CO[N+](=O)[O-])c(C)n2C(=O)c1ccc(Cl)cc1,6.221848749616356,active,0,11,3.171120000000002,521.8660000000002,2,Fail,162.27,11,fail,0.20783938618860553
CHEMBL466243,CC(C)Cc1ccc(C(C)C(=O)OC(CO[N+](=O)[O-])CO[N+](=O)[O-])cc1,5.769551078621726,intermediate,0,8,2.317,370.35800000000006,0,Pass,131.04000000000002,11,fail,0.32927789014240355
CHEMBL466861,CC(=O)OCO/N=[N+](\[O-])N1CCC[C@H]1COC(=O)c1ccccc1OC(C)=O,5.657577319177793,intermediate,0,9,1.5628,395.36800000000017,0,Pass,129.8,8,pass,0.12237106575396327
CHEMBL466862,COc1ccc2c(c1)c(CC(=O)OC[C@@H]1CCCN1/[N+]([O-])=N/OCOC(C)=O)c(C)n2C(=O)c1ccc(Cl)cc1,5.031517051446065,intermediate,0,10,4.180020000000003,573.0020000000003,1,Pass,134.73000000000002,10,pass,0.08748897459372267
CHEMBL466863,CC(=O)OCO/N=[N+](\[O-])N1CCC[C@H]1COC(=O)C(C)c1ccc(CC(C)C)cc1,5.1938200260161125,intermediate,0,7,3.3259000000000025,421.4940000000002,0,Pass,103.5,10,pass,0.14250955018389833
CHEMBL6,COc1ccc2c(c1)c(CC(=O)O)c(C)n2C(=O)c1ccc(Cl)cc1,7.3979400086720375,active,1,4,3.9273200000000026,357.793,0,Pass,68.53,4,pass,0.7678065120522066
CHEMBL561539,Cc1c(CC(=O)O)c2cccnc2n1S(=O)(=O)c1ccc(Cl)cc1,5.0,inactive,1,5,2.8622200000000015,364.81000000000006,0,Pass,89.25999999999999,4,pass,0.7684257579387123
CHEMBL122,CS(=O)(=O)c1ccc(C2=C(c3ccccc3)C(=O)OC2)cc1,6.97061622231479,active,0,4,2.5577000000000005,314.3620000000001,0,Pass,60.44,3,pass,0.8169951703125135
CHEMBL539663,CCC(C)Nc1nc(-c2ccc(S(C)(=O)=O)cc2)cc(C(F)(F)F)n1,7.920818753952375,active,1,5,3.7763000000000027,373.40000000000003,0,Pass,71.95,5,pass,0.8636439896425756
CHEMBL558929,CS(=O)(=O)c1ccc(-c2cc(C(F)(F)F)nc(OCC3CCCCCC3)n2)cc1,5.985479461242076,intermediate,0,5,4.915100000000004,428.47600000000034,0,Pass,69.15,5,pass,0.6328427649579716
CHEMBL564729,CS(=O)(=O)c1ccc(-c2cc(C(F)(F)F)nc(OCC3CCCCC3)n2)cc1,7.346787486224656,active,0,5,4.525000000000004,414.4490000000003,0,Pass,69.15,5,pass,0.7193020999762427
CHEMBL551419,CS(=O)(=O)c1ccc(-c2cc(C(F)(F)F)nc(OCC3CCCC3)n2)cc1,7.657577319177793,active,0,5,4.134900000000003,400.42200000000025,0,Pass,69.15,5,pass,0.7547146369644576
